tanggal,waktu,username,full_text,sentimen,cleaning,case_folding,hasil_normalisasi,tokenize,stopword_removal,steming_data
Sat Oct 25,0:55:05,Lamno422632,@siregar_najeges Central pasar Medan jg sepi kinsumen pilih Belanja online Uang kering Di pasar habis Disedot pinjol_judol_togel_sabu_BPJS bentar lagi PPN naik Jd 12% NKRI harga mati PANCASILA abadi. Pukimak.,Negatif,Central pasar Medan jg sepi kinsumen pilih Belanja online Uang kering Di pasar habis Disedot pinjoljudoltogelsabuBPJS bentar lagi PPN naik Jd  NKRI harga mati PANCASILA abadi Pukimak,central pasar medan jg sepi kinsumen pilih belanja online uang kering di pasar habis disedot pinjoljudoltogelsabubpjs bentar lagi ppn naik jd  nkri harga mati pancasila abadi pukimak,central pasar medan juga sepi kinsumen pilih belanja online uang kering di pasar habis disedot pinjoljudoltogelsabubpjs bentar lagi ppn naik jadi nkri harga mati pancasila abadi pukimak,"['central', 'pasar', 'medan', 'juga', 'sepi', 'kinsumen', 'pilih', 'belanja', 'online', 'uang', 'kering', 'di', 'pasar', 'habis', 'disedot', 'pinjoljudoltogelsabubpjs', 'bentar', 'lagi', 'ppn', 'naik', 'jadi', 'nkri', 'harga', 'mati', 'pancasila', 'abadi', 'pukimak']","['central', 'pasar', 'medan', 'sepi', 'kinsumen', 'pilih', 'belanja', 'online', 'uang', 'kering', 'pasar', 'habis', 'disedot', 'pinjoljudoltogelsabubpjs', 'bentar', 'ppn', 'nkri', 'harga', 'mati', 'pancasila', 'abadi', 'pukimak']",central pasar medan sepi kinsumen pilih belanja online uang kering pasar habis sedot pinjoljudoltogelsabubpjs bentar ppn nkri harga mati pancasila abadi pukimak
Fri Oct 24,23:33:28,4l_Fatih1453,@ferrykoto PPN tahun 2025 akan naik om jadi 12*%.,Negatif,PPN tahun  akan naik om jadi,ppn tahun  akan naik om jadi,ppn tahun-tahun akan naik om jadi,"['ppn', 'tahun-tahun', 'akan', 'naik', 'om', 'jadi']","['ppn', 'tahun-tahun', 'om']",ppn tahun om
Fri Oct 24,16:49:20,txtboy_,Gemuk kabinetnya dan rakyatnya tercekik ppn yang naik 12% mulai tahun depan,Negatif,Gemuk kabinetnya dan rakyatnya tercekik ppn yang naik  mulai tahun depan,gemuk kabinetnya dan rakyatnya tercekik ppn yang naik  mulai tahun depan,gemuk kabinetnya dan rakyatnya tercekik ppn yang naik mulai tahun-tahun depan,"['gemuk', 'kabinetnya', 'dan', 'rakyatnya', 'tercekik', 'ppn', 'yang', 'naik', 'mulai', 'tahun-tahun', 'depan']","['gemuk', 'kabinetnya', 'rakyatnya', 'tercekik', 'ppn', 'tahun-tahun']",gemuk kabinet rakyat cekik ppn tahun
Fri Oct 24,14:47:59,alvinertanto,@watsaptwits Kek ppn aja mau 12% semua2 jadi naek,Negatif,Kek ppn aja mau  semua jadi naek,kek ppn aja mau  semua jadi naek,kayak ppn saja mau semua jadi naik,"['kayak', 'ppn', 'saja', 'mau', 'semua', 'jadi', 'naik']","['kayak', 'ppn']",kayak ppn
Fri Oct 24,13:39:26,curhatajapls,Akun beginian mulai panen ya. Met nikmatin keberlanjutan. Ppn 12% lesgo taun depan,Negatif,Akun beginian mulai panen ya Met nikmatin keberlanjutan Ppn  lesgo taun depan,akun beginian mulai panen ya met nikmatin keberlanjutan ppn  lesgo taun depan,akun beginian mulai panen ya selamat menikmati keberlanjutan ppn lesgo tahun depan,"['akun', 'beginian', 'mulai', 'panen', 'ya', 'selamat', 'menikmati', 'keberlanjutan', 'ppn', 'lesgo', 'tahun', 'depan']","['akun', 'panen', 'ya', 'selamat', 'menikmati', 'keberlanjutan', 'ppn', 'lesgo']",akun panen ya selamat nikmat lanjut ppn lesgo
Fri Oct 24,11:37:39,zitomcavalera,@Strategi_Bisnis Waduh gitu kok perusahaan yg masih aktif mau dipalakin ppn 12% ...Bener2 Sakit negeri ini,Negatif,Waduh gitu kok perusahaan yg masih aktif mau dipalakin ppn  Bener Sakit negeri ini,waduh gitu kok perusahaan yg masih aktif mau dipalakin ppn  bener sakit negeri ini,waduh begitu kok perusahaan yang masih aktif mau dipalakin ppn benar-benar sakit negeri ini,"['waduh', 'begitu', 'kok', 'perusahaan', 'yang', 'masih', 'aktif', 'mau', 'dipalakin', 'ppn', 'benar-benar', 'sakit', 'negeri', 'ini']","['perusahaan', 'aktif', 'dipalakin', 'ppn', 'benar-benar', 'sakit', 'negeri']",usaha aktif dipalakin ppn benar sakit negeri
Fri Oct 24,11:28:23,mekariklikpajak,INFO PAJAK: Tarif PPN 12% di tahun 2025 Pajak Pertambahan Nilai (PPN) adalah pajak atas penyerahan barang dan jasa kena pajak yang saat ini berlaku dengan tarif 11% dan akan naik menjadi 12% pada tahun 2025 sesuai UU HPP. #InfoPajak #PPN,Positif,INFO PAJAK Tarif PPN  di tahun  Pajak Pertambahan Nilai PPN adalah pajak atas penyerahan barang dan jasa kena pajak yang saat ini berlaku dengan tarif  dan akan naik menjadi  pada tahun  sesuai UU HPP InfoPajak PPN,info pajak tarif ppn  di tahun  pajak pertambahan nilai ppn adalah pajak atas penyerahan barang dan jasa kena pajak yang saat ini berlaku dengan tarif  dan akan naik menjadi  pada tahun  sesuai uu hpp infopajak ppn,info pajak tarif ppn di tahun-tahun pajak pertambahan nilai ppn adalah pajak atas penyerahan barang dan jasa kena pajak yang saat ini berlaku dengan tarif dan akan naik menjadi pada tahun-tahun sesuai uu hpp infopajak ppn,"['info', 'pajak', 'tarif', 'ppn', 'di', 'tahun-tahun', 'pajak', 'pertambahan', 'nilai', 'ppn', 'adalah', 'pajak', 'atas', 'penyerahan', 'barang', 'dan', 'jasa', 'kena', 'pajak', 'yang', 'saat', 'ini', 'berlaku', 'dengan', 'tarif', 'dan', 'akan', 'naik', 'menjadi', 'pada', 'tahun-tahun', 'sesuai', 'uu', 'hpp', 'infopajak', 'ppn']","['info', 'pajak', 'tarif', 'ppn', 'tahun-tahun', 'pajak', 'pertambahan', 'nilai', 'ppn', 'pajak', 'penyerahan', 'barang', 'jasa', 'kena', 'pajak', 'berlaku', 'tarif', 'tahun-tahun', 'sesuai', 'uu', 'hpp', 'infopajak', 'ppn']",info pajak tarif ppn tahun pajak tambah nilai ppn pajak serah barang jasa kena pajak laku tarif tahun sesuai uu hpp infopajak ppn
Fri Oct 24,10:23:30,rofiudinmtaufiq,@kang___L Thn depan ppn udah 12% tho.... Lebih dr cukup utk nomboki....,Positif,Thn depan ppn udah  tho Lebih dr cukup utk nomboki,thn depan ppn udah  tho lebih dr cukup utk nomboki,tahun depan ppn sudah tho lebih dari cukup untuk nomboki,"['tahun', 'depan', 'ppn', 'sudah', 'tho', 'lebih', 'dari', 'cukup', 'untuk', 'nomboki']","['ppn', 'tho', 'nomboki']",ppn tho nomboki
Fri Oct 24,10:17:07,AgenLebihBaik,Normalisasi jijik sama buzzer. Buzzer ini dibayarnya pake pajak kita. Tahun depan PPN naik jadi 12%. Ini lebih tinggi dari PPN di Jepang dan Korea. Banyak yg kemakan sama buzzer terutama buat yang kurang kenyang ngenyam pendidikan. Padahal buzzer ini yang bakar2 uang pajak https://t.co/7kXuBzF01r,Negatif,Normalisasi jijik sama buzzer Buzzer ini dibayarnya pake pajak kita Tahun depan PPN naik jadi  Ini lebih tinggi dari PPN di Jepang dan Korea Banyak yg kemakan sama buzzer terutama buat yang kurang kenyang ngenyam pendidikan Padahal buzzer ini yang bakar uang pajak,normalisasi jijik sama buzzer buzzer ini dibayarnya pake pajak kita tahun depan ppn naik jadi  ini lebih tinggi dari ppn di jepang dan korea banyak yg kemakan sama buzzer terutama buat yang kurang kenyang ngenyam pendidikan padahal buzzer ini yang bakar uang pajak,normalisasi jijik sama-sama buzzer buzzer ini dibayarnya pakai pajak kita tahun-tahun depan ppn naik jadi ini lebih tinggi dari ppn di jepang dan korea banyak yang termakan sama-sama buzzer terutama buat yang kurang kenyang ngenyam pendidikan padahal buzzer ini yang bakar uang pajak,"['normalisasi', 'jijik', 'sama-sama', 'buzzer', 'buzzer', 'ini', 'dibayarnya', 'pakai', 'pajak', 'kita', 'tahun-tahun', 'depan', 'ppn', 'naik', 'jadi', 'ini', 'lebih', 'tinggi', 'dari', 'ppn', 'di', 'jepang', 'dan', 'korea', 'banyak', 'yang', 'termakan', 'sama-sama', 'buzzer', 'terutama', 'buat', 'yang', 'kurang', 'kenyang', 'ngenyam', 'pendidikan', 'padahal', 'buzzer', 'ini', 'yang', 'bakar', 'uang', 'pajak']","['normalisasi', 'jijik', 'buzzer', 'buzzer', 'dibayarnya', 'pakai', 'pajak', 'tahun-tahun', 'ppn', 'ppn', 'jepang', 'korea', 'termakan', 'buzzer', 'kenyang', 'ngenyam', 'pendidikan', 'buzzer', 'bakar', 'uang', 'pajak']",normalisasi jijik buzzer buzzer bayar pakai pajak tahun ppn ppn jepang korea makan buzzer kenyang ngenyam didik buzzer bakar uang pajak
Fri Oct 24,8:50:15,almightybyun,Taun depan PPN 12% kawan jgn lupa ‍,Negatif,Taun depan PPN  kawan jgn lupa,taun depan ppn  kawan jgn lupa,tahun depan ppn kawan jangan lupa,"['tahun', 'depan', 'ppn', 'kawan', 'jangan', 'lupa']","['ppn', 'kawan', 'lupa']",ppn kawan lupa
Fri Oct 24,8:23:25,f1wagzs,Sblm ppn 12% *cries* https://t.co/0qXNCFSWXz,Negatif,Sblm ppn  cries,sblm ppn  cries,sebelum ppn cries,"['sebelum', 'ppn', 'cries']","['ppn', 'cries']",ppn cries
Fri Oct 24,6:43:08,kompascom,Unilever Indonesia optimis kenaikan PPN 12 persen tak akan pengaruhi kinerja bisnis. Temukan strategi mereka untuk tetap kompetitif! https://t.co/aJTU8kRPDk,Positif,Unilever Indonesia optimis kenaikan PPN  persen tak akan pengaruhi kinerja bisnis Temukan strategi mereka untuk tetap kompetitif,unilever indonesia optimis kenaikan ppn  persen tak akan pengaruhi kinerja bisnis temukan strategi mereka untuk tetap kompetitif,unilever indonesia optimis kenaikan ppn persen tak akan pengaruhi kinerja bisnis temukan strategi mereka untuk tetap kompetitif,"['unilever', 'indonesia', 'optimis', 'kenaikan', 'ppn', 'persen', 'tak', 'akan', 'pengaruhi', 'kinerja', 'bisnis', 'temukan', 'strategi', 'mereka', 'untuk', 'tetap', 'kompetitif']","['unilever', 'indonesia', 'optimis', 'kenaikan', 'ppn', 'persen', 'pengaruhi', 'kinerja', 'bisnis', 'temukan', 'strategi', 'kompetitif']",unilever indonesia optimis naik ppn persen pengaruh kerja bisnis temu strategi kompetitif
Fri Oct 24,6:03:27,faridism,@kumparan Dan Januari digenjot PPN 12 %.,Negatif,Dan Januari digenjot PPN,dan januari digenjot ppn,dan januari digenjot ppn,"['dan', 'januari', 'digenjot', 'ppn']","['januari', 'digenjot', 'ppn']",januari genjot ppn
Fri Oct 24,5:09:31,gugujeoljeon,ppn 12% tahun depan https://t.co/09EQiENUMa,Negatif,ppn  tahun depan,ppn  tahun depan,ppn tahun-tahun depan,"['ppn', 'tahun-tahun', 'depan']","['ppn', 'tahun-tahun']",ppn tahun
Fri Oct 24,4:26:22,unmya,PPN jadi naik 12%? Wkwkw,Negatif,PPN jadi naik  Wkwkw,ppn jadi naik  wkwkw,ppn jadi naik wkwkw,"['ppn', 'jadi', 'naik', 'wkwkw']","['ppn', 'wkwkw']",ppn wkwkw
Fri Oct 24,4:07:50,LewatiSaja12,@kring_pajak saya pkp yang membuat acara webinar memberikan hadiah plakat ke peserta terbaik. Bagaimana pph dan ppn nya? Dari pemberi dan penerima,Negatif,saya pkp yang membuat acara webinar memberikan hadiah plakat ke peserta terbaik Bagaimana pph dan ppn nya Dari pemberi dan penerima,saya pkp yang membuat acara webinar memberikan hadiah plakat ke peserta terbaik bagaimana pph dan ppn nya dari pemberi dan penerima,saya pkp yang membuat acara webinar memberikan hadiah plakat ke peserta terbaik bagaimana pph dan ppn ya dari pemberi dan penerima,"['saya', 'pkp', 'yang', 'membuat', 'acara', 'webinar', 'memberikan', 'hadiah', 'plakat', 'ke', 'peserta', 'terbaik', 'bagaimana', 'pph', 'dan', 'ppn', 'ya', 'dari', 'pemberi', 'dan', 'penerima']","['pkp', 'acara', 'webinar', 'hadiah', 'plakat', 'peserta', 'terbaik', 'pph', 'ppn', 'ya', 'pemberi', 'penerima']",pkp acara webinar hadiah plakat serta baik pph ppn ya beri terima
Fri Oct 24,3:20:29,magdaleneid,Beberapa hari lalu Dirjen Pajak Kementerian Keuangan menyatakan tarif PPN akan naik menjadi 12% per 1 Januari 2025. https://t.co/DYse0l1jOl,Positif,Beberapa hari lalu Dirjen Pajak Kementerian Keuangan menyatakan tarif PPN akan naik menjadi  per  Januari,beberapa hari lalu dirjen pajak kementerian keuangan menyatakan tarif ppn akan naik menjadi  per  januari,beberapa hari lalu dirjen pajak kementerian keuangan menyatakan tarif ppn akan naik menjadi per januari,"['beberapa', 'hari', 'lalu', 'dirjen', 'pajak', 'kementerian', 'keuangan', 'menyatakan', 'tarif', 'ppn', 'akan', 'naik', 'menjadi', 'per', 'januari']","['dirjen', 'pajak', 'kementerian', 'keuangan', 'tarif', 'ppn', 'januari']",dirjen pajak menteri uang tarif ppn januari
Thu Oct 23,12:47:20,Kasayanto_,@Mayapada0812 @geloraco Bisa dong PPN jadi 12% 1 Januari 2025 https://t.co/OoK9w1pvMt,Positif,Bisa dong PPN jadi   Januari,bisa dong ppn jadi   januari,bisa dong ppn jadi januari,"['bisa', 'dong', 'ppn', 'jadi', 'januari']","['ppn', 'januari']",ppn januari
Thu Oct 23,12:45:07,kavevasha,Bayangin gaji masih gini gini aja tapi PPN naik 12%,Negatif,Bayangin gaji masih gini gini aja tapi PPN naik,bayangin gaji masih gini gini aja tapi ppn naik,bayangkan gaji masih begini begini saja tapi ppn naik,"['bayangkan', 'gaji', 'masih', 'begini', 'begini', 'saja', 'tapi', 'ppn', 'naik']","['bayangkan', 'gaji', 'ppn']",bayang gaji ppn
Thu Oct 23,12:01:13,wietj4k,@mozam_05 @SangGedang5357 @icik___ @msaid_didu @jokowi Nah....memang penjilat Mukidiot menghitungnya kenaikan PPN 12 % sesederhana itu. Fix dongok ....,Negatif,Nahmemang penjilat Mukidiot menghitungnya kenaikan PPN   sesederhana itu Fix dongok,nahmemang penjilat mukidiot menghitungnya kenaikan ppn   sesederhana itu fix dongok,nahmemang penjilat mukidiot menghitungnya kenaikan ppn sesederhana itu fix dongok,"['nahmemang', 'penjilat', 'mukidiot', 'menghitungnya', 'kenaikan', 'ppn', 'sesederhana', 'itu', 'fix', 'dongok']","['nahmemang', 'penjilat', 'mukidiot', 'menghitungnya', 'kenaikan', 'ppn', 'sesederhana', 'fix', 'dongok']",nahmemang jilat mukidiot hitung naik ppn sederhana fix dongok
Thu Oct 23,11:56:21,cutestnitmare,Anjing kontol bangattt ini mah tahun depan bentar lagi dan ppn bakal naik 12% 11% aja gue marasa keberatan bangsat. Rakyat indo emang rata rata goblok. Uda gitu masih aja muja muja jokowi yg ninggalin sebumi masalah asu,Negatif,Anjing kontol bangattt ini mah tahun depan bentar lagi dan ppn bakal naik   aja gue marasa keberatan bangsat Rakyat indo emang rata rata goblok Uda gitu masih aja muja muja jokowi yg ninggalin sebumi masalah asu,anjing kontol bangattt ini mah tahun depan bentar lagi dan ppn bakal naik   aja gue marasa keberatan bangsat rakyat indo emang rata rata goblok uda gitu masih aja muja muja jokowi yg ninggalin sebumi masalah asu,anjing kontol bangattt ini mah tahun-tahun depan bentar lagi dan ppn bakal naik saja gue marasa keberatan bangsat rakyat indonesia memang rata rata goblok sudah begitu masih saja muja muja jokowi yang meninggalkan sebumi masalah asu,"['anjing', 'kontol', 'bangattt', 'ini', 'mah', 'tahun-tahun', 'depan', 'bentar', 'lagi', 'dan', 'ppn', 'bakal', 'naik', 'saja', 'gue', 'marasa', 'keberatan', 'bangsat', 'rakyat', 'indonesia', 'memang', 'rata', 'rata', 'goblok', 'sudah', 'begitu', 'masih', 'saja', 'muja', 'muja', 'jokowi', 'yang', 'meninggalkan', 'sebumi', 'masalah', 'asu']","['anjing', 'kontol', 'bangattt', 'mah', 'tahun-tahun', 'bentar', 'ppn', 'gue', 'marasa', 'keberatan', 'bangsat', 'rakyat', 'indonesia', 'goblok', 'muja', 'muja', 'jokowi', 'meninggalkan', 'sebumi', 'asu']",anjing kontol bangattt mah tahun bentar ppn gue marasa berat bangsat rakyat indonesia goblok muja muja jokowi tinggal sebum asu
Thu Oct 23,11:27:47,bima282828,@BebySoSweet Ini yang menyebabkan Ppn naik jadi 12%.,Negatif,Ini yang menyebabkan Ppn naik jadi,ini yang menyebabkan ppn naik jadi,ini yang menyebabkan ppn naik jadi,"['ini', 'yang', 'menyebabkan', 'ppn', 'naik', 'jadi']","['menyebabkan', 'ppn']",sebab ppn
Thu Oct 23,11:13:04,jnymine,@ArayaaVk8429 @Mattree29 @saiajapokonya @yaniarsim Pajak gue rutin dibayar emg gaboleh mengkritisi negara? Tahun depan ppn 12% mba. Gaji lu yg hasil ngebuzzer mana kena pajak,Negatif,Pajak gue rutin dibayar emg gaboleh mengkritisi negara Tahun depan ppn  mba Gaji lu yg hasil ngebuzzer mana kena pajak,pajak gue rutin dibayar emg gaboleh mengkritisi negara tahun depan ppn  mba gaji lu yg hasil ngebuzzer mana kena pajak,pajak gue rutin dibayar memang gaboleh mengkritisi negara tahun-tahun depan ppn mbak-mbak gaji kamu yang hasil ngebuzzer mana kena pajak,"['pajak', 'gue', 'rutin', 'dibayar', 'memang', 'gaboleh', 'mengkritisi', 'negara', 'tahun-tahun', 'depan', 'ppn', 'mbak-mbak', 'gaji', 'kamu', 'yang', 'hasil', 'ngebuzzer', 'mana', 'kena', 'pajak']","['pajak', 'gue', 'rutin', 'dibayar', 'gaboleh', 'mengkritisi', 'negara', 'tahun-tahun', 'ppn', 'mbak-mbak', 'gaji', 'hasil', 'ngebuzzer', 'kena', 'pajak']",pajak gue rutin bayar gaboleh kritisi negara tahun ppn mbak gaji hasil ngebuzzer kena pajak
Thu Oct 23,10:52:32,autobots5699,@kasito17 @riefb79 @narkosun Mslh nya dana nya drmn ? Apbn 2025 aja tekor maka ppn dr 11% naik ke 12%,Positif,Mslh nya dana nya drmn  Apbn  aja tekor maka ppn dr  naik ke,mslh nya dana nya drmn  apbn  aja tekor maka ppn dr  naik ke,masalah ya dana ya darimana apbn saja tekor maka ppn dari naik ke,"['masalah', 'ya', 'dana', 'ya', 'darimana', 'apbn', 'saja', 'tekor', 'maka', 'ppn', 'dari', 'naik', 'ke']","['ya', 'dana', 'ya', 'darimana', 'apbn', 'tekor', 'ppn']",ya dana ya darimana apbn tekor ppn
Thu Oct 23,10:21:57,al_fafz,@unsoedfess_ Tololnya mengakar sekali kau nder .. yaudah dah entar TAPERA sama ppn 12% yg milih aja yg kena yg ga milih gausah ikut ridho bgt sih aku. Btw mana seprai yang kau janjikan itu???? https://t.co/8O5pVKx9Gz,Negatif,Tololnya mengakar sekali kau nder  yaudah dah entar TAPERA sama ppn  yg milih aja yg kena yg ga milih gausah ikut ridho bgt sih aku Btw mana seprai yang kau janjikan itu,tololnya mengakar sekali kau nder  yaudah dah entar tapera sama ppn  yg milih aja yg kena yg ga milih gausah ikut ridho bgt sih aku btw mana seprai yang kau janjikan itu,tololnya mengakar sekali kau nder yaudah sudah entar tapera sama-sama ppn yang memilih saja yang kena yang tidak memilih tidak usah ikut ridho banget sih aku btw mana seprai yang kau janjikan itu,"['tololnya', 'mengakar', 'sekali', 'kau', 'nder', 'yaudah', 'sudah', 'entar', 'tapera', 'sama-sama', 'ppn', 'yang', 'memilih', 'saja', 'yang', 'kena', 'yang', 'tidak', 'memilih', 'tidak', 'usah', 'ikut', 'ridho', 'banget', 'sih', 'aku', 'btw', 'mana', 'seprai', 'yang', 'kau', 'janjikan', 'itu']","['tololnya', 'mengakar', 'kau', 'nder', 'yaudah', 'entar', 'tapera', 'ppn', 'memilih', 'kena', 'memilih', 'ridho', 'banget', 'sih', 'btw', 'seprai', 'kau', 'janjikan']",tolol akar kau nder yaudah entar tapera ppn pilih kena pilih ridho banget sih btw seprai kau janji
Thu Oct 23,9:08:56,lulukkaeb,@kodzukhn @aetherdepokk Mending pegangan buat nyambut PPN 12% yang bakal resmi dimulai 2 bulan lagi kan yaa,Negatif,Mending pegangan buat nyambut PPN  yang bakal resmi dimulai  bulan lagi kan yaa,mending pegangan buat nyambut ppn  yang bakal resmi dimulai  bulan lagi kan yaa,mending pegangan buat nyambut ppn yang bakal resmi dimulai bulan lagi kan ya,"['mending', 'pegangan', 'buat', 'nyambut', 'ppn', 'yang', 'bakal', 'resmi', 'dimulai', 'bulan', 'lagi', 'kan', 'ya']","['mending', 'pegangan', 'nyambut', 'ppn', 'resmi', 'ya']",mending pegang nyambut ppn resmi ya
Thu Oct 23,9:01:17,pickakulaa,Blm tapera ppn 12% pajak dzalim bener emg yg suruh apa² meres dr rakyat. Semoga lancar deh para pencari rejeki kaum menengah dan yg kena imbasnya Aamiin,Negatif,Blm tapera ppn  pajak dzalim bener emg yg suruh apa meres dr rakyat Semoga lancar deh para pencari rejeki kaum menengah dan yg kena imbasnya Aamiin,blm tapera ppn  pajak dzalim bener emg yg suruh apa meres dr rakyat semoga lancar deh para pencari rejeki kaum menengah dan yg kena imbasnya aamiin,belum tapera ppn pajak dzalim benar-benar memang yang suruh apa-apa meres dari rakyat semoga lancar deh para pencari rejeki kaum menengah dan yang kena imbasnya amin,"['belum', 'tapera', 'ppn', 'pajak', 'dzalim', 'benar-benar', 'memang', 'yang', 'suruh', 'apa-apa', 'meres', 'dari', 'rakyat', 'semoga', 'lancar', 'deh', 'para', 'pencari', 'rejeki', 'kaum', 'menengah', 'dan', 'yang', 'kena', 'imbasnya', 'amin']","['tapera', 'ppn', 'pajak', 'dzalim', 'benar-benar', 'suruh', 'apa-apa', 'meres', 'rakyat', 'semoga', 'lancar', 'deh', 'pencari', 'rejeki', 'kaum', 'menengah', 'kena', 'imbasnya', 'amin']",tapera ppn pajak dzalim benar suruh apa meres rakyat moga lancar deh cari rejeki kaum tengah kena imbas amin
Thu Oct 23,7:29:49,wahju_wibowo,@LexWu_13 Pura2 bahagia sih kalau yg di grassroots. Kalau Ppn 12% diberlakukan mereka juga jg bakal merasakan blm kalau TDL jg naik. Yg benar2 bahagia ya yg dilantik di istana kemarin saja.,Negatif,Pura bahagia sih kalau yg di grassroots Kalau Ppn  diberlakukan mereka juga jg bakal merasakan blm kalau TDL jg naik Yg benar bahagia ya yg dilantik di istana kemarin saja,pura bahagia sih kalau yg di grassroots kalau ppn  diberlakukan mereka juga jg bakal merasakan blm kalau tdl jg naik yg benar bahagia ya yg dilantik di istana kemarin saja,pura bahagia sih kalau yang di grassroots kalau ppn diberlakukan mereka juga juga bakal merasakan belum kalau tdl juga naik yang benar-benar bahagia ya yang dilantik di istana kemarin saja,"['pura', 'bahagia', 'sih', 'kalau', 'yang', 'di', 'grassroots', 'kalau', 'ppn', 'diberlakukan', 'mereka', 'juga', 'juga', 'bakal', 'merasakan', 'belum', 'kalau', 'tdl', 'juga', 'naik', 'yang', 'benar-benar', 'bahagia', 'ya', 'yang', 'dilantik', 'di', 'istana', 'kemarin', 'saja']","['pura', 'bahagia', 'sih', 'grassroots', 'ppn', 'diberlakukan', 'merasakan', 'tdl', 'benar-benar', 'bahagia', 'ya', 'dilantik', 'istana', 'kemarin']",pura bahagia sih grassroots ppn laku rasa tdl benar bahagia ya lantik istana kemarin
